PC1,PC2,price
85.29482628042817,0.8636014648223937,5.999
6.408730198615442,0.4512563139242096,24.788
-34.44032118047735,1.6267984007709395,51.992
31.5561876292543,0.1713820802165842,19.825
-44.45927837482242,1.8991149257761293,52.999
-56.192393118232005,2.087597936528265,69.295
-34.113586471533765,-0.35384833028182916,37.9
22.363017174392063,-3.4706863913240893,8.5
-0.19590865211675015,-2.009768669766755,15.992
-18.961413871061414,-1.3070193543029007,28.999
-13.682816532819098,-1.942832142626874,19.995
-68.7888840303037,0.15079185539442622,65.961
26.91592778634178,-10.197746906750984,4.995
-56.54129696740062,1.061771658979757,55.995
-57.51097098870241,0.9945684837402168,59.995
-0.7321332759741285,4.8674591546140205,43.985
73.78816833005922,1.067779044277592,9.999
0.8091620077029266,0.06317871863661692,21.9
-31.91711442539918,0.8000235033815237,39.995
-34.99398298993412,2.55510641412259,45.8
14.384143634005634,-1.0459207622317197,11.998
18.573274419294627,2.3270454524518005,38.8
18.182809371955376,-3.7875911358870713,8.855
-53.900631191283495,1.2447827750899045,66.75
29.768500062563962,-0.981354779797932,10.995
18.873829886028936,1.3151489832843508,26.9
37.44911331383575,-4.455632638624333,5.995
12.166725878860195,-5.163444557887234,14.977
5.915974874022663,-3.6360975271443525,10.999
-45.76315074708727,1.8087501623624678,52.95
-25.07874010421223,-1.7309801264930877,29.85
43.466617814770885,0.9968334271146014,13.936
-60.293307046769506,-0.1649405769375885,79.9
-8.777841433356986,-0.6012477361493739,26.995
1.2595631656256954,2.0976847845778654,29.994
-30.792035495153975,-2.1269395756668,29.901
77.33665649237452,1.3137067133383367,7.995
-33.84275457681504,1.6682127032076517,73.444
-32.48969798532906,0.6826383635421426,39.995
9.748718494210507,0.6827339175270709,24.977
30.84585309958765,3.1465145558080483,23.849
6.898687390649028,-8.618954607298328,6.999
-40.871893624235234,1.1810588217901603,46.5
26.086528624724373,1.8150244534303153,28.998
12.380702747221793,-3.1608643141672284,12.959
47.84214085392237,2.251217718440832,13.9
16.42399137834557,0.09709623757092402,14.499
7.297322297098981,1.5455665535500258,37.405
-43.47863067632481,1.9670786307766113,58.988
40.16456279505984,-0.26085653990981456,11.999
-11.445701206016178,0.21550199620945307,32.9
55.91926582507589,-0.1434279180980292,8.99
-13.884591757476207,-0.9551706312637847,24.977
10.776253722544713,0.7539471587788473,22.795
-1.2721048384897469,0.9205822236712156,31.991
-39.218858795740296,1.295622259415591,52.997
30.326396783368125,-0.9154939954147566,14.99
6.434409374016783,1.4546815330595375,32.998
4.772654689423117,0.3378682404747793,29.975
-6.7274706453806985,-4.469614182347146,18.999
84.01663308356464,1.7766619205440595,6.9
-17.758558414655838,-0.22201003353932428,37.98
-24.560760276140517,1.3098549994889006,54.999
-5.999542710011481,3.5978841239232606,38.9
35.652103437280466,1.4568947015919587,13.999
-50.494810917935965,0.5141433605138162,52.995
-35.032658289304194,0.6151819159962016,66.991
3.525645917172868,0.251444404004177,26.998
-7.636775069854493,-3.5737241785701195,15.995
51.995899209901125,2.589600071910262,12.5
43.7312039485565,3.0378871699547503,21.995
41.50901590579252,4.887169669572202,25.998
-29.84408704241037,0.9436944891302529,37.499
-22.611078192868902,-7.61645355598851,13.9
-59.09616853998693,0.884706502818787,66.99
-26.932072157451586,1.1455114320564035,1.5
-8.666628173251134,0.4275309867008571,55.978
35.245071200360485,1.4442258241943695,20.455
-7.075184861033511,0.5184002582716197,29.995
31.035695373024062,-0.866336117230278,12.596
-33.24418028071257,2.6763763414581385,50.995
-52.324412103159176,1.3540225043887462,55.991
-60.89382209143292,0.6979584488571038,64.9
69.98397162192508,5.858978517739787,25.999
36.30633606433159,-2.531541666157925,6.995
