price,isOneOwner,mileage,year,displacement,trim
26.95,0,80.012,2007,5.5,7.0
10.999,0,109.82,2002,4.3,4.0
6.9,0,130.0,1995,3.2,0.0
68.991,1,32.856,2011,5.5,8.0
48.99,0,40.149,2011,5.5,7.0
7.988,0,90.094,1997,5.0,5.0
29.95,0,79.864,2007,5.5,7.0
10.995,0,108.558,2001,5.0,5.0
14.9,0,145.38,2005,5.4,6.0
6.49,0,133.124,2000,5.0,5.0
6.999,0,149.99,2004,5.0,5.0
53.791,0,48.055,2009,6.3,9.0
63.991,0,14.417,2012,4.6,7.0
42.981,0,31.057,2011,5.5,7.0
21.99,0,75.376,2007,5.5,7.0
43.9,1,45.046,2010,5.5,7.0
24.995,0,86.88,2008,5.5,7.0
19.995,0,142.553,2007,5.5,7.0
52.991,0,29.674,2012,4.6,7.0
31.991,0,52.97,2007,5.5,7.0
32.981,0,94.473,2009,5.5,7.0
37.991,0,37.125,2010,3.5,2.0
43.503,0,25.381,2010,5.5,7.0
61.0,0,7.766,2012,4.6,7.0
6.991,0,85.876,1997,4.2,3.0
14.995,0,83.735,2003,5.4,6.0
65.9,0,17.828,2013,4.6,7.0
7.993,0,141.795,2003,4.3,4.0
4.9,0,81.466,1994,4.2,3.0
7.9,1,89.682,2001,4.3,4.0
52.45,1,21.744,2012,4.6,7.0
25.995,0,86.275,2007,5.5,7.0
12.995,0,94.948,2003,5.0,5.0
74.982,0,19.195,2013,4.6,7.0
76.991,1,9.371,2013,4.6,7.0
53.45,1,37.695,2012,4.6,7.0
17.991,0,71.922,2006,4.3,4.0
30.488,0,79.275,2007,5.5,7.0
56.998,1,26.489,2012,4.6,7.0
12.995,0,102.454,2005,5.0,5.0
10.899,0,57.621,2001,5.0,5.0
44.991,0,31.858,2008,6.3,9.0
21.784,0,111.071,2007,5.5,7.0
12.972,1,62.615,2004,4.3,4.0
38.9,1,27.373,2009,5.5,7.0
14.93,0,70.757,2004,4.3,4.0
6.985,0,123.493,2006,4.3,4.0
28.999,0,76.958,2007,5.5,7.0
14.995,0,125.831,2003,5.0,5.0
69.5,0,19.292,2013,4.6,7.0
17.79,0,84.14,2004,4.3,4.0
35.994,0,50.129,2008,5.5,7.0
19.998,0,98.1,2007,5.5,7.0
8.888,0,101.0,2003,4.3,4.0
11.995,0,143.627,2004,4.3,4.0
12.999,0,76.615,2002,4.3,4.0
77.889,0,33.515,2009,6.0,10.0
43.999,0,38.308,2008,5.5,7.0
18.8,0,151.652,2007,5.5,7.0
66.995,0,9.142,2013,4.6,7.0
8.99,0,144.805,2002,4.3,4.0
51.481,0,26.726,2011,5.5,7.0
28.998,0,88.819,2007,5.5,7.0
10.995,0,123.111,2002,5.4,6.0
44.95,0,28.901,2010,5.5,7.0
12.95,0,65.899,2000,4.3,4.0
4.995,0,141.42,1994,5.0,5.0
9.999,0,165.116,2005,4.3,4.0
51.991,0,38.87,2011,5.5,7.0
25.995,0,75.1,2007,5.5,7.0
7.995,0,92.179,2001,4.3,4.0
45.999,0,41.664,2011,5.5,7.0
63.995,0,14.108,2013,4.6,7.0
38.998,1,41.429,2010,5.5,7.0
14.999,0,130.0,2001,5.4,6.0
59.99,1,24.25,2012,4.6,7.0
15.981,1,245.226,2007,5.5,7.0
13.89,0,89.537,2005,5.4,6.0
12.119,0,120.546,2005,4.3,4.0
46.991,0,48.831,2010,5.5,7.0
52.45,1,34.889,2012,4.6,7.0
16.995,0,79.382,2006,5.0,5.0
25.995,0,116.323,2008,5.5,7.0
48.961,0,28.854,2010,3.5,2.0
25.873,0,86.312,2007,5.5,7.0
8.199,0,111.948,1996,5.0,5.0
4.995,0,111.68,1994,5.0,5.0
39.999,0,50.3,2010,3.5,2.0
28.994,0,114.432,2008,6.3,9.0
54.991,0,61.956,2009,6.3,9.0
12.899,0,95.866,2004,5.0,5.0
56.8,0,45.631,2012,4.6,7.0
5.5,0,185.035,1995,4.2,3.0
42.991,0,48.153,2008,6.3,9.0
28.895,0,65.667,2008,5.5,7.0
6.999,0,92.92,2000,5.0,5.0
39.999,1,50.363,2011,5.5,7.0
7.7,0,135.478,2003,4.3,4.0
69.999,0,13.74,2012,4.6,7.0
75.0,0,26.537,2008,5.5,7.0
59.995,1,30.155,2012,4.6,7.0
31.987,0,64.374,2007,5.5,7.0
53.995,1,30.432,2012,4.6,7.0
76.687,0,9.248,2012,4.6,7.0
27.995,0,63.804,2007,5.5,7.0
5.995,0,102.96,2001,4.3,4.0
17.989,0,118.675,2006,4.3,4.0
41.995,0,58.898,2012,4.6,7.0
48.978,1,46.299,2010,5.5,7.0
3.995,0,132.0,1999,3.2,0.0
10.995,0,66.707,2001,5.0,5.0
7.999,0,169.369,2000,5.0,5.0
28.995,0,87.256,2009,5.5,7.0
49.965,0,39.397,2008,6.3,9.0
6.95,0,291.735,2005,5.0,5.0
7.995,0,184.396,2001,5.0,5.0
47.9,0,34.505,2011,5.5,7.0
57.991,0,31.318,2012,4.6,7.0
47.999,1,36.229,2013,4.6,7.0
69.981,0,11.779,2013,4.6,7.0
8.5,0,117.0,2003,4.3,4.0
33.999,0,59.844,2009,5.5,7.0
29.975,1,54.51,2007,5.5,7.0
5.995,0,128.84,1994,3.2,0.0
27.995,0,75.002,2007,5.5,7.0
48.988,0,61.326,2012,4.6,7.0
7.985,0,162.764,2000,4.3,4.0
30.98,0,51.147,2007,5.5,7.0
26.991,0,101.48,2007,5.5,7.0
7.997,0,159.092,2005,5.0,5.0
4.99,0,134.139,1995,3.2,0.0
9.991,0,100.011,2003,5.0,5.0
6.35,0,5.391,2001,4.3,4.0
24.995,1,113.917,2008,5.5,7.0
1.999,0,147.021,1994,4.2,3.0
13.999,0,130.819,2001,5.0,5.0
12.988,0,103.35,2005,5.0,5.0
3.744,0,107.679,1995,3.2,0.0
48.99,0,39.601,2012,4.6,7.0
76.895,0,9.018,2013,4.6,7.0
60.95,0,33.096,2011,5.5,9.0
28.995,0,69.45,2008,5.5,7.0
49.888,0,41.955,2009,6.3,9.0
12.0,0,113.911,2003,5.0,5.0
6.995,0,210.894,2000,4.3,4.0
62.9,0,40.203,2012,4.6,7.0
6.308,0,179.935,2000,5.0,5.0
37.0,0,51.826,2011,5.5,7.0
26.85,0,55.229,2006,5.4,6.0
63.995,0,32.981,2012,4.6,7.0
29.494,1,31.512,2007,5.5,7.0
3.9,0,152.518,2002,4.3,4.0
8.995,0,139.998,2002,5.0,5.0
40.499,0,56.078,2011,5.5,7.0
42.995,0,56.219,2012,4.6,7.0
36.495,1,76.295,2011,5.5,7.0
10.999,1,60.281,2003,4.3,4.0
14.444,0,97.629,2006,4.3,4.0
38.0,0,37.274,2010,5.5,7.0
57.963,0,23.5,2011,5.5,7.0
63.8,0,5.805,2012,4.6,7.0
28.499,0,49.755,2007,5.5,7.0
8.8,0,93.162,2002,4.3,4.0
4.995,0,180.866,2003,5.0,5.0
3.999,0,212.407,1997,3.2,0.0
7.987,0,93.262,2000,4.3,4.0
16.995,0,122.61,2006,5.0,5.0
36.795,0,48.217,2009,5.5,7.0
23.999,0,80.618,2008,5.5,7.0
49.995,0,46.235,2011,5.5,7.0
41.999,0,37.032,2012,4.6,7.0
23.95,1,89.596,2007,5.5,7.0
6.995,1,186.993,2002,5.0,5.0
25.9,1,48.758,2005,5.0,5.0
41.888,0,80.608,2010,6.3,9.0
59.45,1,25.792,2012,4.6,7.0
0.995,0,120.232,2002,5.4,6.0
8.995,0,73.347,2002,5.0,5.0
46.999,0,49.645,2012,4.6,7.0
34.988,0,73.705,2010,3.5,2.0
32.93,0,63.062,2008,5.5,7.0
9.991,0,81.704,2000,5.0,5.0
14.95,0,84.35,2003,5.4,6.0
57.9,1,28.642,2011,5.5,7.0
35.995,0,39.619,2010,5.5,7.0
6.9,0,112.45,2002,4.3,4.0
10.999,0,203.578,2006,5.0,5.0
47.9,0,67.613,2011,5.5,7.0
7.495,0,122.405,2003,5.0,5.0
19.999,0,49.396,2005,5.0,5.0
5.495,0,147.428,2001,4.3,4.0
51.99,0,29.93,2011,5.5,7.0
6.99,0,87.863,2002,5.0,5.0
67.96,1,16.334,2013,4.6,7.0
56.991,1,33.493,2011,5.5,7.0
28.991,0,75.571,2008,5.5,7.0
15.888,0,67.503,2004,5.0,5.0
56.995,1,23.416,2011,5.5,7.0
3.999,0,165.748,1994,5.0,5.0
46.699,1,19.18,2011,5.5,7.0
42.899,0,37.786,2012,4.6,7.0
53.55,1,39.362,2011,5.5,7.0
9.965,0,68.328,2000,4.3,4.0
45.991,1,16.306,2011,3.5,2.0
52.991,0,31.828,2011,5.5,7.0
9.995,0,149.192,2005,4.3,4.0
19.991,0,78.435,2006,5.0,5.0
29.995,0,74.885,2007,5.5,7.0
3.999,0,105.0,1995,5.0,5.0
18.9,0,106.735,2007,5.5,7.0
61.883,1,22.147,2013,4.6,7.0
37.999,0,39.795,2007,5.5,7.0
44.777,1,59.193,2011,5.5,7.0
34.988,0,53.627,2007,5.5,7.0
28.995,0,76.306,2007,5.5,7.0
58.95,0,21.587,2012,4.6,7.0
65.983,0,29.371,2013,4.6,7.0
32.999,1,50.414,2007,5.5,7.0
66.991,0,22.777,2013,4.6,7.0
54.95,0,18.335,2012,4.6,7.0
19.995,0,133.334,2007,5.5,7.0
57.5,1,44.66,2013,4.6,7.0
11.895,0,72.58,2005,4.3,4.0
13.488,0,125.955,2004,5.0,5.0
19.995,0,105.686,2007,5.5,7.0
64.991,0,28.21,2012,4.6,7.0
39.995,0,28.409,2010,3.5,2.0
15.0,0,145.982,1994,5.0,5.0
48.498,1,39.35,2012,4.6,7.0
7.2,0,94.799,2001,5.8,8.0
9.995,0,119.069,2004,5.0,5.0
20.995,0,79.998,2005,5.4,6.0
22.999,0,88.864,2007,5.5,7.0
6.9,0,169.608,2002,4.3,4.0
3.995,0,220.008,2000,4.3,4.0
31.95,1,68.242,2007,5.5,7.0
59.999,1,27.889,2013,4.6,7.0
19.995,0,107.39,2007,5.5,7.0
44.03,1,42.455,2008,6.3,9.0
24.5,0,74.207,2007,5.5,7.0
33.976,1,46.929,2007,5.5,7.0
41.99,1,43.439,2011,5.5,7.0
15.991,0,70.009,2001,5.8,8.0
8.49,0,154.855,2005,4.3,4.0
6.995,0,112.503,2000,4.3,4.0
55.5,1,24.75,2012,4.6,7.0
9.995,0,105.388,2003,4.3,4.0
28.994,0,74.307,2007,5.5,7.0
25.0,1,81.473,2008,5.5,7.0
41.9,1,62.307,2010,5.5,7.0
40.995,0,53.892,2011,5.5,7.0
48.8,1,20.76,2012,4.6,7.0
23.995,0,89.559,2007,5.5,7.0
26.99,0,91.069,2008,5.5,7.0
24.998,0,91.923,2007,5.5,7.0
38.992,0,40.131,2010,5.5,7.0
6.45,0,147.666,2001,4.3,4.0
66.991,1,11.75,2013,4.6,7.0
47.995,0,40.919,2012,4.6,7.0
10.994,0,102.625,2002,5.0,5.0
27.995,0,77.495,2008,5.5,7.0
47.99,1,37.269,2012,4.6,7.0
68.9,1,6.422,2013,4.6,7.0
33.481,0,81.047,2009,5.5,7.0
47.995,0,44.934,2011,5.5,7.0
57.9,0,19.573,2012,4.6,7.0
71.888,0,21.533,2013,4.6,7.0
41.998,0,34.84,2010,3.5,2.0
39.995,0,82.936,2008,6.3,9.0
9.995,0,113.325,2003,4.3,4.0
10.995,0,180.499,2006,4.3,4.0
71.895,1,17.505,2012,4.6,7.0
8.995,0,167.251,2000,4.3,4.0
17.0,0,68.782,2005,5.5,8.0
13.0,0,77.454,2004,5.0,5.0
23.5,0,119.441,2007,5.5,7.0
27.889,0,83.195,2007,5.5,7.0
42.999,0,45.98,2011,5.5,7.0
44.995,0,77.288,2007,6.0,10.0
27.495,0,94.433,2008,5.5,7.0
38.888,0,54.066,2008,6.3,9.0
15.991,0,54.057,2002,5.0,5.0
78.75,1,14.683,2012,5.5,8.0
40.0,0,33.495,2010,5.5,7.0
42.555,0,48.166,2010,5.5,7.0
63.799,0,17.293,2013,4.6,7.0
31.675,0,60.528,2008,5.5,7.0
9.995,0,148.905,2006,5.0,5.0
10.9,0,118.819,2004,4.3,4.0
46.391,0,45.769,2011,5.5,7.0
8.99,0,80.09,2001,5.0,5.0
57.888,0,57.893,2010,6.3,9.0
26.595,0,75.828,2007,5.5,7.0
4.995,0,132.776,2004,4.3,4.0
14.95,0,84.652,2004,5.0,5.0
7.998,0,88.585,2002,4.3,4.0
65.995,0,13.803,2013,4.6,7.0
9.981,0,107.25,2003,4.3,4.0
39.99,0,61.071,2011,5.5,7.0
49.995,0,39.12,2012,4.6,7.0
8.99,0,137.523,2004,5.0,5.0
49.9,0,25.2,2011,5.5,7.0
4.9,0,184.037,2000,5.0,5.0
14.95,0,51.347,2003,5.5,8.0
53.5,0,21.184,2012,4.6,7.0
25.25,0,92.375,2007,5.5,8.0
12.995,0,112.456,2003,5.0,5.0
9.595,0,121.5,2003,4.3,4.0
41.952,0,41.076,2010,5.5,7.0
67.984,1,24.934,2013,4.6,7.0
25.995,0,79.403,2007,5.5,7.0
47.987,1,32.161,2010,5.5,7.0
42.995,1,44.0,2010,5.5,7.0
12.999,0,101.754,2006,4.3,4.0
33.995,0,73.324,2010,5.5,7.0
9.991,1,116.67,2003,4.3,4.0
73.98,0,36.663,2010,6.0,10.0
68.0,1,14.848,2012,4.6,7.0
8.0,0,119.826,2001,5.0,5.0
28.992,0,61.435,2007,5.5,7.0
49.9,1,31.306,2011,5.5,7.0
38.88,0,35.724,2010,5.5,7.0
47.699,0,36.688,2011,5.5,7.0
54.9,1,17.136,2012,4.6,7.0
52.999,1,16.686,2012,4.6,7.0
29.994,0,74.683,2008,5.5,7.0
6.995,0,112.0,2001,4.3,4.0
26.99,0,72.3,2008,5.5,7.0
24.99,1,91.237,2007,5.5,7.0
56.79,0,28.316,2013,4.6,7.0
11.988,0,131.137,2006,4.3,4.0
5.976,0,173.703,2001,4.3,4.0
29.988,0,78.874,2008,5.5,7.0
37.995,1,62.574,2011,5.5,7.0
46.995,1,54.06,2011,5.5,7.0
72.5,0,13.085,2010,6.3,9.0
49.555,0,30.534,2010,5.5,7.0
6.295,0,163.328,2000,4.3,4.0
10.999,0,140.128,2001,5.4,6.0
34.571,0,40.427,2007,5.5,7.0
20.495,0,127.321,2007,5.5,7.0
62.995,0,37.845,2010,6.3,9.0
12.0,0,91.3,2007,5.5,7.0
56.98,1,18.955,2012,4.6,7.0
45.995,0,46.986,2012,3.0,1.0
56.49,0,52.596,2008,6.0,10.0
51.95,1,13.966,2011,5.5,7.0
39.995,0,20.085,2009,5.5,7.0
27.995,0,61.735,2008,5.5,7.0
33.0,0,50.808,2008,5.5,7.0
49.777,1,28.767,2012,4.6,7.0
47.907,0,35.921,2012,4.6,7.0
61.998,0,25.272,2012,4.6,7.0
53.995,0,22.052,2012,4.6,7.0
11.995,0,137.242,2006,4.3,4.0
33.795,0,36.7,2007,5.5,7.0
39.99,0,30.432,2010,5.5,7.0
23.423,0,74.578,2006,5.4,6.0
2.7,0,118.47,1996,3.2,0.0
11.495,0,60.615,2003,4.3,4.0
32.892,0,43.422,2008,5.5,7.0
59.989,0,22.274,2012,4.6,7.0
26.995,0,89.995,2008,5.5,7.0
45.985,0,39.201,2008,5.5,7.0
15.0,0,117.433,2003,5.0,5.0
7.495,0,145.308,2003,5.0,5.0
72.901,0,61.487,2010,6.0,10.0
79.912,0,0.145,2013,4.6,7.0
7.995,0,122.296,2001,4.3,4.0
49.998,0,34.476,2008,6.3,9.0
41.899,1,45.55,2010,5.5,7.0
42.999,0,45.246,2007,5.5,8.0
36.999,1,44.423,2010,5.5,7.0
11.282,0,127.739,2004,5.0,5.0
6.995,0,97.0,1995,4.2,3.0
1.899,0,209.874,2001,4.3,4.0
50.349,0,34.181,2011,5.5,7.0
26.5,0,58.569,2007,5.5,7.0
32.995,1,15.588,2007,5.5,7.0
4.995,0,193.781,2000,5.0,5.0
41.995,0,32.345,2010,5.5,7.0
12.982,0,126.94,2005,5.0,5.0
10.99,0,103.475,2004,4.3,4.0
31.966,0,71.769,2008,5.5,7.0
57.999,1,11.382,2013,4.6,7.0
22.5,0,48.0,2005,5.4,6.0
49.991,0,19.071,2011,5.5,7.0
55.995,0,19.505,2012,4.6,7.0
1.45,0,225.814,1995,3.2,0.0
25.999,0,67.5,2008,5.5,7.0
32.875,0,38.26,2007,5.5,7.0
44.995,1,47.131,2011,5.5,7.0
79.985,0,39.782,2012,5.5,9.0
23.99,0,80.675,2007,5.5,7.0
29.966,0,76.686,2009,5.5,7.0
37.99,0,66.522,2008,5.5,7.0
29.888,0,72.914,2007,5.5,7.0
46.494,0,41.052,2012,4.6,7.0
27.994,1,45.978,2007,5.5,7.0
41.777,0,53.37,2010,5.5,7.0
62.0,1,32.791,2010,5.5,7.0
46.88,0,34.166,2011,5.5,7.0
38.885,0,65.1,2010,5.5,7.0
9.999,0,162.231,2002,4.3,4.0
7.498,0,74.9,2000,4.3,4.0
9.995,0,65.677,2001,4.3,4.0
38.915,0,77.644,2008,6.3,9.0
52.998,0,22.073,2012,4.6,7.0
15.995,0,61.219,2004,4.3,4.0
31.9,0,72.616,2007,5.5,7.0
6.995,0,133.182,2004,4.3,4.0
38.999,0,29.431,2011,5.5,7.0
39.95,0,63.849,2009,6.3,9.0
36.982,0,59.319,2010,5.5,7.0
25.97,0,81.843,2008,5.5,7.0
62.5,0,18.759,2012,4.6,7.0
41.88,0,22.059,2011,5.5,7.0
28.99,0,67.032,2007,5.5,7.0
38.9,0,51.099,2008,5.5,7.0
4.2,0,218.456,2000,4.3,4.0
23.495,0,99.38,2008,5.5,7.0
32.22,1,63.018,2008,5.5,7.0
4.55,0,159.38,2000,5.0,5.0
29.9,0,56.938,2007,5.5,7.0
44.795,0,27.052,2011,5.5,7.0
56.9,0,16.235,2012,4.6,7.0
6.991,0,184.668,2001,5.0,5.0
7.0,0,160.001,2000,5.0,5.0
56.437,0,56.44,2011,5.5,9.0
12.995,0,124.334,2006,4.3,4.0
8.981,0,125.368,2000,4.3,4.0
67.9,0,45.302,2010,6.3,9.0
63.689,1,13.173,2013,4.6,7.0
49.995,0,26.029,2012,4.6,7.0
6.0,0,116.0,2001,5.8,8.0
12.997,0,65.009,2003,4.3,4.0
60.9,0,12.383,2013,4.6,7.0
25.875,0,86.762,2007,5.5,7.0
50.882,0,36.897,2011,5.5,7.0
41.888,1,16.22,2008,5.5,7.0
31.995,0,78.924,2008,5.5,7.0
5.5,0,132.453,2002,5.0,5.0
55.995,1,33.334,2012,4.6,7.0
30.999,0,54.899,2008,5.5,7.0
28.411,0,42.917,2008,5.5,7.0
3.995,0,114.609,1995,4.2,3.0
8.5,0,118.525,2000,5.0,5.0
67.95,1,17.181,2013,4.6,7.0
11.025,0,160.001,2002,5.4,6.0
42.995,1,48.5,2011,5.5,7.0
20.999,0,87.0,2006,5.0,5.0
58.88,1,11.139,2012,4.6,7.0
29.69,0,54.037,2009,5.5,7.0
45.995,0,59.275,2008,6.3,9.0
59.999,0,5.651,2013,4.6,7.0
16.988,0,43.894,2006,3.7,1.0
27.991,0,74.084,2007,5.5,7.0
32.991,0,106.051,2010,5.5,7.0
69.995,1,19.507,2012,4.6,7.0
24.998,0,78.9,2007,5.5,7.0
8.99,0,115.302,2001,4.3,4.0
16.851,0,55.046,2006,3.7,1.0
25.5,0,79.59,2007,5.5,7.0
33.999,1,45.705,2010,5.5,7.0
33.99,0,65.551,2008,5.5,7.0
8.0,0,128.823,2001,4.3,4.0
34.95,0,69.898,2008,5.5,7.0
23.452,0,132.043,2008,5.5,7.0
29.992,0,67.965,2008,5.5,7.0
5.999,0,139.572,2000,5.0,5.0
38.995,0,60.061,2007,5.5,7.0
17.888,0,68.825,2006,5.0,5.0
10.487,0,79.646,2004,4.3,4.0
59.8,1,19.636,2012,4.6,7.0
24.495,0,78.951,2007,5.5,7.0
15.995,0,151.842,2006,5.4,6.0
46.991,1,32.316,2011,5.5,7.0
32.891,0,65.31,2008,5.5,7.0
35.988,0,73.7,2008,6.3,9.0
8.95,0,91.378,2001,4.3,4.0
43.866,0,51.503,2010,5.5,7.0
44.721,1,46.979,2010,5.5,7.0
42.995,0,53.168,2010,5.5,7.0
9.955,0,145.54,2006,4.3,4.0
23.995,0,104.282,2007,5.5,7.0
28.777,0,84.5,2007,5.5,7.0
8.644,0,112.306,2004,4.3,4.0
59.9,0,18.917,2011,5.5,7.0
25.0,0,86.571,2007,5.5,7.0
49.995,0,25.538,2012,4.6,7.0
35.999,0,52.301,2009,5.5,7.0
7.995,0,117.31,2002,5.0,5.0
55.995,0,18.814,2012,4.6,7.0
79.888,1,7.153,2013,4.6,7.0
30.0,0,70.015,2010,5.5,7.0
47.995,0,60.139,2012,4.6,7.0
51.991,0,19.686,2011,5.5,7.0
59.888,0,16.813,2009,6.3,9.0
49.995,0,34.403,2012,4.6,7.0
12.999,0,198.09,2006,5.0,5.0
63.75,1,7.7,2013,4.6,7.0
77.444,0,48.579,2010,6.0,10.0
54.95,1,41.657,2011,5.5,7.0
42.999,0,42.728,2012,4.6,7.0
19.999,0,117.499,2007,5.5,7.0
64.863,1,20.294,2012,4.6,7.0
60.995,0,14.964,2012,4.6,7.0
10.98,0,107.824,2003,4.3,4.0
26.6,0,56.034,2007,5.5,7.0
31.995,0,68.471,2009,5.5,7.0
11.591,0,72.938,2003,4.3,4.0
6.95,0,80.897,1999,4.2,3.0
66.354,1,27.562,2010,6.3,9.0
53.662,1,34.019,2011,5.5,7.0
43.995,1,34.408,2011,5.5,7.0
33.97,1,47.776,2008,5.5,7.0
38.988,1,49.372,2011,5.5,7.0
36.204,0,50.42,2007,5.5,8.0
8.495,0,121.079,2004,4.3,4.0
15.899,0,78.47,2006,4.3,4.0
61.9,0,9.856,2013,4.6,7.0
2.999,0,197.512,1995,3.2,0.0
25.99,0,96.798,2007,5.5,7.0
4.875,0,142.173,1996,4.2,3.0
37.999,0,69.038,2008,5.5,7.0
19.999,0,87.901,2006,5.0,5.0
58.99,1,11.4,2012,4.6,7.0
10.995,0,110.484,2003,4.3,4.0
21.98,0,120.102,2007,5.5,7.0
26.993,0,83.259,2007,5.5,7.0
56.995,0,30.808,2012,4.6,7.0
38.999,0,51.26,2010,5.5,7.0
55.9,0,23.583,2013,4.6,7.0
20.995,0,49.112,2006,3.7,1.0
33.884,0,48.551,2009,5.5,7.0
23.993,0,124.056,2008,5.5,7.0
11.2,1,106.257,2003,5.0,5.0
53.713,0,13.71,2010,5.5,7.0
5.053,0,152.167,2000,4.3,4.0
8.95,0,40.561,1998,3.2,0.0
21.0,0,53.444,2003,5.4,6.0
33.933,1,52.369,2009,5.5,7.0
23.99,0,84.732,2007,5.5,7.0
12.9,0,79.651,2002,5.0,5.0
26.995,0,75.381,2007,5.5,7.0
49.988,1,45.736,2010,5.5,7.0
20.99,0,118.859,2007,5.5,7.0
10.9,0,81.0,2004,4.3,4.0
10.5,1,50.275,2000,5.0,5.0
76.99,0,0.242,2013,4.6,7.0
44.981,1,4.622,2010,5.5,7.0
30.795,0,56.994,2007,5.5,7.0
26.6,0,70.094,2008,5.5,7.0
44.85,0,51.615,2011,5.5,7.0
46.988,0,28.734,2010,5.5,7.0
35.9,0,45.232,2008,5.5,7.0
14.497,0,65.63,2003,4.3,4.0
41.995,0,42.284,2008,5.5,7.0
25.995,0,92.526,2009,5.5,7.0
52.995,1,31.279,2013,4.6,7.0
38.991,0,33.832,2007,5.5,7.0
62.988,0,18.333,2013,4.6,7.0
41.995,1,63.2,2011,5.5,7.0
52.995,1,40.665,2012,4.6,7.0
36.488,0,30.171,2010,3.5,2.0
38.895,0,70.3,2009,5.5,7.0
49.95,0,61.578,2010,6.3,9.0
24.99,0,96.579,2009,5.5,7.0
48.9,1,30.045,2010,5.5,7.0
37.491,0,57.714,2009,5.5,7.0
32.9,0,41.955,2007,5.5,7.0
27.981,0,110.022,2007,5.5,8.0
7.95,0,76.918,2000,5.0,5.0
24.995,0,81.677,2007,5.5,7.0
38.999,0,76.425,2008,5.5,7.0
44.999,0,40.375,2012,4.6,7.0
39.85,0,35.45,2010,3.5,2.0
37.995,0,43.354,2010,5.5,7.0
14.777,0,67.122,2004,5.0,5.0
24.764,0,112.058,2007,5.5,7.0
57.795,0,15.198,2011,5.5,7.0
7.995,0,129.714,1996,4.2,3.0
68.991,0,10.749,2013,4.6,7.0
26.9,1,105.89,2007,5.5,7.0
9.997,1,52.632,2000,4.3,4.0
7.475,0,120.619,2004,4.3,4.0
13.995,0,104.499,2006,4.3,4.0
39.9,0,35.617,2007,5.5,7.0
39.995,1,53.547,2011,5.5,7.0
28.998,0,74.082,2007,5.5,7.0
5.995,0,156.178,2000,5.0,5.0
55.99,0,17.54,2012,4.6,7.0
69.995,0,17.558,2013,4.6,7.0
8.5,0,175.047,2000,4.3,4.0
22.995,0,110.998,2007,5.5,7.0
25.995,0,65.649,2007,5.5,7.0
29.99,1,63.069,2008,5.5,7.0
39.99,1,47.748,2008,5.5,7.0
38.9,0,54.041,2011,5.5,7.0
24.994,0,83.937,2008,5.5,7.0
35.0,1,59.261,2009,5.5,7.0
24.9,0,105.909,2008,5.5,7.0
28.95,0,59.999,2007,5.5,7.0
7.995,0,108.895,2001,5.0,5.0
19.999,0,85.559,2007,5.5,7.0
14.991,0,77.861,2006,3.7,1.0
59.888,0,31.812,2013,4.6,7.0
43.95,0,30.309,2011,5.5,7.0
55.995,0,21.921,2013,4.6,7.0
20.595,0,152.721,2007,5.5,7.0
29.99,0,96.987,2009,5.5,7.0
46.95,0,24.523,2009,6.3,9.0
22.857,0,103.232,2007,5.5,7.0
18.88,0,51.234,2005,5.0,5.0
22.982,0,116.342,2007,5.5,7.0
49.895,0,42.4,2010,5.5,7.0
10.0,0,185.678,2001,5.0,5.0
63.9,1,12.673,2012,4.6,7.0
10.999,0,144.776,2004,5.4,6.0
46.9,0,48.706,2011,5.5,7.0
60.0,1,9.158,2011,5.5,7.0
32.777,1,97.015,2009,5.5,7.0
10.495,0,129.884,2004,4.3,4.0
39.977,0,38.304,2011,5.5,7.0
46.998,0,47.033,2010,5.5,7.0
42.995,0,44.92,2007,6.0,10.0
9.311,1,111.691,2004,4.3,4.0
29.988,0,78.003,2008,5.5,7.0
21.499,0,107.77,2007,5.5,7.0
29.995,0,76.05,2007,5.5,7.0
41.488,0,41.033,2010,5.5,7.0
16.995,0,56.0,2004,4.3,4.0
15.999,0,81.816,2003,5.0,5.0
27.867,0,82.438,2007,5.5,7.0
38.999,0,54.448,2011,5.5,7.0
25.988,0,89.695,2007,5.5,7.0
42.391,0,30.383,2010,5.5,7.0
14.532,0,76.426,2006,3.7,1.0
49.995,0,51.911,2013,4.6,7.0
35.98,0,63.273,2007,5.5,8.0
7.995,0,79.933,2002,4.3,4.0
39.966,0,50.265,2008,5.5,7.0
42.995,0,55.578,2009,5.5,7.0
16.988,0,102.905,2005,5.5,8.0
7.995,0,130.253,2000,5.0,5.0
24.995,0,102.522,2007,5.5,7.0
16.99,0,55.9,2003,5.0,5.0
14.481,0,113.468,2006,4.3,4.0
6.995,0,86.941,2000,5.0,5.0
59.999,1,26.687,2012,4.6,7.0
33.995,0,99.031,2008,6.3,9.0
26.487,1,98.29,2007,5.5,7.0
24.991,1,64.77,2007,5.5,7.0
52.753,1,34.256,2011,5.5,7.0
27.997,0,71.645,2008,5.5,7.0
39.991,0,60.199,2007,5.5,8.0
26.9,0,88.0,2008,5.5,7.0
7.89,0,111.066,2003,4.3,4.0
22.9,0,120.0,2007,5.5,7.0
45.995,0,41.433,2010,5.5,7.0
59.9,0,29.348,2011,5.5,7.0
9.995,0,139.0,2001,4.3,4.0
57.949,1,33.003,2012,4.6,7.0
9.991,0,67.614,2000,4.3,4.0
60.988,1,23.738,2012,4.6,7.0
